session,epoch,type,loss,wa,ua,time
1,0,train,0.04791444730394014,0.3191632928475034,0.31344490510703454,48.934120655059814
1,0,valid,0.03522001603781353,0.528110599078341,0.5353416787964758,5.1223413944244385
1,1,train,0.038750828599479356,0.3960863697705803,0.39843087992417203,50.2983455657959
1,1,valid,0.03404168417926208,0.528110599078341,0.5985844453123406,5.067370414733887
1,2,train,0.035942595443691265,0.4705353126405758,0.4807053545124219,50.39378643035889
1,2,valid,0.030368477847718973,0.6064516129032258,0.63502403625371,5.099973917007446
1,3,train,0.03517929474298234,0.4903283850652272,0.501598399532599,50.52736306190491
1,3,valid,0.028253538130615163,0.6110599078341014,0.6698267091853686,5.097032070159912
1,4,train,0.03206786477131399,0.5571300044984255,0.5672330639958125,50.52704572677612
1,4,valid,0.026112705853677566,0.6497695852534562,0.6751084091562791,5.101905107498169
1,5,train,0.02984885550328219,0.5883940620782726,0.5979585445018096,50.5286123752594
1,5,valid,0.025457635672960412,0.6516129032258065,0.6738658900120709,5.09972620010376
1,6,train,0.02780939963718711,0.6320287899235267,0.6425027806815178,50.52658438682556
1,6,valid,0.02967789480763097,0.591705069124424,0.6434785878473199,5.101689577102661
1,7,train,0.02641221746849252,0.6601439496176338,0.6707246344681048,50.520718574523926
1,7,valid,0.02603084535642703,0.656221198156682,0.6888859179364067,5.101941347122192
1,8,train,0.025588651739473126,0.6666666666666666,0.6722593563145531,50.52202796936035
1,8,valid,0.02521390761098554,0.6746543778801843,0.7034021243366356,5.110957384109497
1,9,train,0.027938107984644092,0.6221322537112011,0.6299768523134953,50.53553318977356
1,9,valid,0.024268115280960012,0.6792626728110599,0.6892401522441165,5.095327854156494
1,10,train,0.027063713811616128,0.650472334682861,0.6602307296052017,50.509297370910645
1,10,valid,0.026560850929005356,0.6414746543778802,0.6874866416151056,5.091273307800293
1,11,train,0.0252261617955355,0.6794871794871795,0.690277933237802,50.49097394943237
1,11,valid,0.031066293595573318,0.6110599078341014,0.6583304282805017,5.115913152694702
1,12,train,0.025191570428969676,0.6846603688708952,0.6911380361037471,50.473588943481445
1,12,valid,0.025460774695268973,0.6737327188940092,0.6994404975445655,5.083601474761963
1,13,train,0.023978378561719603,0.6907332433648223,0.6990294607220702,50.49872612953186
1,13,valid,0.026683513085413637,0.647926267281106,0.6908613144317752,5.092149972915649
1,14,train,0.02325765578745723,0.699055330634278,0.7066128801505751,50.47879648208618
1,14,valid,0.024809456970285162,0.6866359447004609,0.6892095987314502,5.095319986343384
1,15,train,0.022072221921254964,0.7276203328834908,0.7357994274253687,50.477410554885864
1,15,valid,0.027757715547139742,0.6589861751152074,0.7076000108643333,5.09766960144043
1,16,train,0.021653077521143975,0.7280701754385965,0.7386810691273452,50.45791959762573
1,16,valid,0.02732995504058451,0.6663594470046083,0.699264059664572,5.0949718952178955
1,17,train,0.020570039715629627,0.7489878542510121,0.7552253574006372,50.49858736991882
1,17,valid,0.0259459214825784,0.6764976958525346,0.7124935670245598,5.113270998001099
1,18,train,0.020242337460888972,0.7525865946918578,0.7595813814772288,50.52098727226257
1,18,valid,0.02467844178599696,0.6894009216589861,0.7151326032233458,5.087044715881348
1,19,train,0.019895244907592795,0.7469635627530364,0.7535709282976011,50.4812593460083
1,19,valid,0.025566273076193673,0.6866359447004609,0.7172661321011843,5.097056150436401
1,20,train,0.019189099236163156,0.7615834457939721,0.7695533890422973,50.426143646240234
1,20,valid,0.025759020955881215,0.6912442396313364,0.7259504174251424,5.0860912799835205
1,21,train,0.022064097651317748,0.7298695456590193,0.7375361683542765,51.024921894073486
1,21,valid,0.026419335383973362,0.6737327188940092,0.712241840340135,5.08270001411438
1,22,train,0.021400795030368645,0.728744939271255,0.734199590340901,50.5350341796875
1,22,valid,0.02830216870879248,0.6737327188940092,0.7055035731015422,5.105858087539673
1,23,train,0.021558315801931512,0.7260458839406208,0.7361120749365989,50.4730761051178
1,23,valid,0.029434997530027467,0.631336405529954,0.6778786108920678,5.088776111602783
1,24,train,0.02162355945365578,0.7199730094466936,0.7295319424712785,50.441423654556274
1,24,valid,0.02461822094730518,0.7105990783410139,0.7055753193077601,5.084109544754028
1,25,train,0.02013645359674017,0.753936122357175,0.7585835303983515,50.43018293380737
1,25,valid,0.02625964992606695,0.6774193548387096,0.709036619309536,5.092222213745117
1,26,train,0.019300021549575348,0.7640575798470536,0.7722466032101523,50.40479516983032
1,26,valid,0.024676514743110552,0.712442396313364,0.7337599283249536,5.086156606674194
1,27,train,0.019435415330149815,0.7595591542959964,0.7677638096229558,51.06625723838806
1,27,valid,0.026133691028515864,0.6949308755760368,0.7326362644999699,5.089353084564209
1,28,train,0.01865068152446335,0.7708052181736392,0.7792496845637366,50.48684883117676
1,28,valid,0.02631667918323921,0.6912442396313364,0.7157085460671889,5.259083986282349
1,29,train,0.01770701280824783,0.7838506522717049,0.7899934060726881,51.569143533706665
1,29,valid,0.02632812714796462,0.6986175115207374,0.7329726784907103,5.358529090881348
1,30,train,0.016170805262328804,0.8110661268556005,0.8177363687259122,52.55445384979248
1,30,valid,0.02632187180530091,0.7161290322580646,0.7358040680098292,5.479295015335083
1,31,train,0.01629574852943206,0.797795771479982,0.8027273319740186,51.996803760528564
1,31,valid,0.02752849855181259,0.7023041474654378,0.7402888501701451,5.094225645065308
1,32,train,0.015541880655894664,0.8115159694107063,0.8174359650719066,50.36810898780823
1,32,valid,0.04156902319824641,0.6,0.6555358513351387,5.076570749282837
1,33,train,0.015578876954582538,0.8128654970760234,0.8169038225396605,50.39905858039856
1,33,valid,0.03647231829056542,0.6626728110599078,0.7062342872769943,5.09880256652832
1,34,train,0.01427376188850596,0.8238866396761133,0.8291415259922779,50.37805891036987
1,34,valid,0.031382997354604134,0.6811059907834102,0.7244158893808511,5.0763161182403564
1,35,train,0.01391110636270427,0.8319838056680162,0.8384087703466865,50.36895942687988
1,35,valid,0.033259272465508104,0.6580645161290323,0.706533720219723,5.096621036529541
1,36,train,0.01296476526097891,0.8427800269905533,0.8479404119072003,50.6746985912323
1,36,valid,0.029029329471324444,0.7087557603686636,0.7331770504144338,5.078411340713501
1,37,train,0.012306873926669157,0.8520017993702205,0.8565344514565083,51.48888278007507
1,37,valid,0.02998845003167605,0.7059907834101382,0.7370378473675163,5.181969881057739
1,38,train,0.011728405156451413,0.8580746738641476,0.8645206066073756,51.07136058807373
1,38,valid,0.030690826908234627,0.7096774193548387,0.7377985788478343,5.170856475830078
